Amostra,Potência Média do Vento (MW),,,,Potência Média Consumida (MW),,,,Desvio Padrão do Vento (MW),,,FCSPV (Fração de Carga Suprida pela Potência do Vento),,,,,,Label PMV,,Label DPV,,Label FCSPV,
279,3313.864167,,,,47562.57083,,,,1091.672838,,,0.069673781,,,,,,-1,,-1,,-1,
280,2972.95375,,,,52606.1825,,,,1244.89954,,,0.056513391,,,,,,-1,,0,,-1,
281,5916.689583,,,,53978.94542,,,,775.9600902,,,0.109611063,,,,,,0,,-1,,1,
282,5044.74125,,,,54093.89958,,,,1309.432246,,,0.093258968,,,,,,0,,0,,1,
283,4966.419167,,,,54484.41792,,,,966.4476125,,,0.091153019,,,,,,0,,-1,,1,
284,6953.097917,,,,54065.72042,,,,1042.864746,,,0.128604555,,,,,,0,,-1,,1,
285,5569.839583,,,,48889.73042,,,,940.574066,,,0.113926576,,,,,,0,,-1,,1,
286,1452.772917,,,,46520.35375,,,,1087.444861,,,0.031228759,,,,,,-1,,-1,,-1,
287,5895.925,,,,53109.6275,,,,1376.678041,,,0.111014241,,,,,,0,,0,,1,
288,6685.767083,,,,54072.06667,,,,489.3619223,,,0.123645488,,,,,,0,,-1,,1,
289,2844.995833,,,,53286.54583,,,,1517.720357,,,0.05339051,,,,,,-1,,0,,-1,
290,2899.299583,,,,53970.175,,,,1400.710579,,,0.053720404,,,,,,-1,,0,,-1,
291,3528.819583,,,,53314.23833,,,,1060.825815,,,0.066189065,,,,,,-1,,-1,,-1,
292,3478.273333,,,,49234.1225,,,,1074.182685,,,0.070647615,,,,,,-1,,-1,,-1,
293,4925.928333,,,,48220.6625,,,,1614.515884,,,0.102153892,,,,,,0,,0,,1,
294,3440.284583,,,,54394.50208,,,,1303.277927,,,0.063246917,,,,,,-1,,0,,-1,
295,1778.693333,,,,55764.28542,,,,386.3920238,,,0.03189664,,,,,,-1,,-1,,-1,
296,2123.175,,,,56313.41667,,,,840.6189798,,,0.037702827,,,,,,-1,,-1,,-1,
297,3361.150833,,,,56872.14208,,,,1054.505517,,,0.059100127,,,,,,-1,,-1,,-1,
298,5949.554583,,,,56169.71833,,,,2538.512811,,,0.105921033,,,,,,0,,1,,1,
299,6034.799167,,,,50953.36833,,,,2296.937852,,,0.118437688,,,,,,0,,0,,1,
300,5233.336667,,,,49493.6125,,,,1260.21574,,,0.105737617,,,,,,0,,0,,1,
301,5608.98875,,,,55935.48333,,,,1027.775429,,,0.10027604,,,,,,0,,-1,,1,
302,3006.594583,,,,56356.58958,,,,957.4745341,,,0.053349477,,,,,,-1,,-1,,-1,
303,1980.61,,,,55340.83958,,,,704.1562831,,,0.035789302,,,,,,-1,,-1,,-1,
304,3454.282917,,,,54560.60042,,,,774.3277825,,,0.06331094,,,,,,-1,,-1,,-1,
305,5761.744583,,,,53565.17833,,,,581.3306256,,,0.107565115,,,,,,0,,-1,,1,
306,2989.024167,,,,50121.78,,,,1307.290768,,,0.059635236,,,,,,-1,,0,,-1,
307,7232.315,,,,49500.46375,,,,1267.072204,,,0.146106005,,,,,,0,,0,,1,
308,6397.877083,,,,55469.73417,,,,2416.357649,,,0.115339963,,,,,,0,,1,,1,
309,4259.372083,,,,55439.4925,,,,2055.772467,,,0.076829204,,,,,,0,,0,,1,
310,5314.902083,,,,55516.41917,,,,1701.65135,,,0.095735679,,,,,,0,,0,,1,
311,3866.29875,,,,56965.58958,,,,642.7670656,,,0.067870776,,,,,,-1,,-1,,-1,
312,6169.420417,,,,56711.00167,,,,1354.889253,,,0.108787012,,,,,,0,,0,,1,
313,7994.617917,,,,51011.59,,,,531.7114707,,,0.156721598,,,,,,0,,-1,,1,
314,4167.640417,,,,49822.66833,,,,1432.151319,,,0.083649482,,,,,,0,,0,,1,
315,7013.45,,,,57535.19792,,,,578.021176,,,0.121898425,,,,,,0,,-1,,1,
316,3802.045417,,,,60219.19292,,,,1714.057405,,,0.063136771,,,,,,-1,,0,,-1,
317,8659.445,,,,60195.79708,,,,638.5237815,,,0.143854645,,,,,,1,,-1,,1,
318,5504.143333,,,,58104.16542,,,,1547.772827,,,0.094728894,,,,,,0,,0,,1,
319,4353.605417,,,,55849.12125,,,,2281.95341,,,0.07795298,,,,,,0,,0,,1,
320,7436.727083,,,,50974.61917,,,,359.1037312,,,0.145890783,,,,,,0,,-1,,1,
321,6255.985833,,,,47930.23417,,,,2128.91879,,,0.130522747,,,,,,0,,0,,1,
322,5388.225417,,,,55382.47625,,,,1948.600155,,,0.097291161,,,,,,0,,0,,1,
323,6601.265833,,,,58052.76083,,,,843.7266576,,,0.113711488,,,,,,0,,-1,,1,
324,6267.495417,,,,58411.72583,,,,1480.562795,,,0.107298583,,,,,,0,,0,,1,
325,5646.421667,,,,57879.98667,,,,1104.618587,,,0.097553956,,,,,,0,,-1,,1,
326,5014.538333,,,,57982.49833,,,,1256.28218,,,0.086483654,,,,,,0,,0,,1,
327,4899.82125,,,,57699.1325,,,,1773.158963,,,0.084920189,,,,,,0,,0,,1,
328,7017.815417,,,,57882.62875,,,,2032.750377,,,0.121242168,,,,,,0,,0,,1,
329,7569.368333,,,,61829.20042,,,,1387.692898,,,0.122423843,,,,,,0,,0,,1,
330,7153.045,,,,61420.10542,,,,817.7684319,,,0.116460969,,,,,,0,,-1,,1,
331,4571.517917,,,,62750.54208,,,,1290.058199,,,0.072852246,,,,,,0,,0,,-1,
332,3913.742083,,,,53529.67292,,,,1572.315185,,,0.073113506,,,,,,-1,,0,,-1,
333,5071.225833,,,,54474.59875,,,,2031.155187,,,0.093093404,,,,,,0,,0,,1,
334,4201.85625,,,,52345.05083,,,,2501.646761,,,0.080272274,,,,,,0,,1,,1,
335,1337.1675,,,,51735.76,,,,937.0388546,,,0.025846098,,,,,,-1,,-1,,-1,
336,4073.145417,,,,58057.52417,,,,412.0153277,,,0.070157064,,,,,,0,,-1,,-1,
337,2881.714583,,,,58590.21875,,,,362.7819135,,,0.049184226,,,,,,-1,,-1,,-1,
338,4524.9675,,,,58162.22417,,,,2537.48922,,,0.077799079,,,,,,0,,1,,1,
339,7919.004167,,,,61865.14833,,,,994.8805494,,,0.128004286,,,,,,0,,-1,,1,
340,4054.654583,,,,65333.9125,,,,704.1848837,,,0.062060489,,,,,,0,,-1,,-1,
341,1766.602917,,,,62729.69542,,,,1123.392243,,,0.028162147,,,,,,-1,,-1,,-1,
342,2009.108333,,,,60933.51833,,,,727.6404687,,,0.032972137,,,,,,-1,,-1,,-1,
343,6134.516667,,,,65274.00292,,,,884.9774973,,,0.093981009,,,,,,0,,-1,,1,
344,5630.443333,,,,66664.395,,,,1552.313742,,,0.084459528,,,,,,0,,0,,1,
345,4723.186667,,,,67063.4575,,,,1369.207294,,,0.070428619,,,,,,0,,0,,-1,
346,6774.195833,,,,75102.67958,,,,2365.615477,,,0.090199123,,,,,,0,,1,,1,
347,2735.09875,,,,75160.31083,,,,1225.509875,,,0.0363902,,,,,,-1,,0,,-1,
348,5281.879167,,,,71701.30833,,,,1598.08379,,,0.073665032,,,,,,0,,0,,-1,
349,8827.305833,,,,75516.7875,,,,367.583652,,,0.116891967,,,,,,1,,-1,,1,
350,4181.999167,,,,89819.63708,,,,1618.791558,,,0.046559965,,,,,,0,,0,,-1,
351,6850.399583,,,,88622.69,,,,3101.195056,,,0.077298484,,,,,,0,,1,,1,
352,9180.015,,,,93147.91292,,,,2055.287835,,,0.098553094,,,,,,1,,0,,1,
353,10690.085,,,,98321.52583,,,,1209.003487,,,0.108725784,,,,,,1,,0,,1,
354,9821.842083,,,,92988.79083,,,,1601.047634,,,0.105623936,,,,,,1,,0,,1,
355,7246.5975,,,,87173.01958,,,,1904.815355,,,0.083128903,,,,,,0,,0,,1,
356,3018.615833,,,,79039.15417,,,,1055.091295,,,0.038191398,,,,,,-1,,-1,,-1,
357,5176.132083,,,,83633.98375,,,,1088.539238,,,0.061890297,,,,,,0,,-1,,-1,
358,4346.440833,,,,89170.56583,,,,852.9731024,,,0.048742999,,,,,,0,,-1,,-1,
359,3075.364583,,,,89456.20958,,,,1608.848935,,,0.034378436,,,,,,-1,,0,,-1,
360,6266.5675,,,,85130.34667,,,,768.7809602,,,0.073611441,,,,,,0,,-1,,-1,
361,4922.582917,,,,82258.44458,,,,1349.562141,,,0.059842888,,,,,,0,,0,,-1,
362,10290.51917,,,,74377.825,,,,1325.275617,,,0.138354666,,,,,,1,,0,,1,
363,4327.61125,,,,70053.52792,,,,3343.696531,,,0.061775779,,,,,,0,,1,,-1,
364,3855.762917,,,,76858.1275,,,,1043.955793,,,0.050167276,,,,,,-1,,-1,,-1,
365,2967.816667,,,,77206.18292,,,,1094.704056,,,0.038440142,,,,,,-1,,-1,,-1,
366,2739.033333,,,,77686.7025,,,,835.9220189,,,0.035257428,,,,,,-1,,-1,,-1,
367,3466.578333,,,,80334.11042,,,,2382.911938,,,0.04315201,,,,,,-1,,1,,-1,
368,7977.005833,,,,81303.80542,,,,1302.590841,,,0.098113561,,,,,,0,,0,,1,
369,4690.4775,,,,74450.80625,,,,1728.017822,,,0.06300103,,,,,,0,,0,,-1,
370,4923.555,,,,72266.48917,,,,1826.197072,,,0.068130541,,,,,,0,,0,,-1,
371,6050.37625,,,,80283.8025,,,,1299.395417,,,0.075362353,,,,,,0,,0,,1,
372,2991.447083,,,,79272.86375,,,,1660.560968,,,0.037736079,,,,,,-1,,0,,-1,
373,6384.162083,,,,79102.33958,,,,1082.042902,,,0.080707627,,,,,,0,,-1,,1,
374,9033.422083,,,,78271.65375,,,,1075.610092,,,0.115411157,,,,,,1,,-1,,1,
375,4182.071667,,,,78864.98875,,,,1723.500283,,,0.053028241,,,,,,0,,0,,-1,
376,4517.38375,,,,75057.13125,,,,1429.229823,,,0.060185937,,,,,,0,,0,,-1,
377,9052.7775,,,,72871.88833,,,,914.912831,,,0.124228666,,,,,,1,,-1,,1,
378,4363.152917,,,,83872.37417,,,,1313.395849,,,0.052021336,,,,,,0,,0,,-1,
379,2407.06125,,,,85362.31042,,,,929.1337123,,,0.028198174,,,,,,-1,,-1,,-1,
380,5615.0525,,,,83277.68,,,,1361.975906,,,0.06742566,,,,,,0,,0,,-1,
381,7230.38625,,,,85840.01542,,,,1508.072698,,,0.084230952,,,,,,0,,0,,1,
382,4398.147083,,,,82754.19375,,,,1941.297619,,,0.05314712,,,,,,0,,0,,-1,
383,4547.506667,,,,72138.08042,,,,1818.300357,,,0.06303892,,,,,,0,,0,,-1,
384,3054.95125,,,,67589.35958,,,,573.9739192,,,0.045198701,,,,,,-1,,-1,,-1,
385,1211.574167,,,,77118.65042,,,,441.1808364,,,0.015710521,,,,,,-1,,-1,,-1,
386,5688.722917,,,,79345.96167,,,,916.5268031,,,0.071695179,,,,,,0,,-1,,-1,
387,9436.890417,,,,80090.35125,,,,583.3453009,,,0.117828056,,,,,,1,,-1,,1,
388,4881.885,,,,84049.82792,,,,3071.809972,,,0.058083224,,,,,,0,,1,,-1,
389,5739.72125,,,,83990.35792,,,,1457.319587,,,0.068337859,,,,,,0,,0,,-1,
390,8148.737083,,,,78469.71,,,,2389.482467,,,0.103845638,,,,,,0,,1,,1,
391,3311.362917,,,,79834.09792,,,,1216.501787,,,0.041478053,,,,,,-1,,0,,-1,
392,2296.044583,,,,85814.35208,,,,1463.837552,,,0.026755951,,,,,,-1,,0,,-1,
393,6311.402917,,,,89170.4425,,,,1894.719672,,,0.070779092,,,,,,0,,0,,-1,
394,7987.242083,,,,90559.14417,,,,1114.388672,,,0.088199178,,,,,,0,,-1,,1,
395,3241.474583,,,,92340.63458,,,,1294.646316,,,0.035103447,,,,,,-1,,0,,-1,
396,5869.32,,,,89184.13208,,,,1696.724977,,,0.065811259,,,,,,0,,0,,-1,
397,5288.01,,,,76145.79417,,,,1746.223334,,,0.069445858,,,,,,0,,0,,-1,
398,6134.04125,,,,77060.73417,,,,1161.865292,,,0.079600088,,,,,,0,,0,,1,
399,5964.862917,,,,89942.77875,,,,3001.248334,,,0.066318419,,,,,,0,,1,,-1,
400,9334.508333,,,,89234.1425,,,,2052.511269,,,0.104606915,,,,,,1,,0,,1,
401,5666.11625,,,,86788.58708,,,,1945.082065,,,0.065286421,,,,,,0,,0,,-1,
402,6167.514583,,,,88572.51458,,,,1896.152997,,,0.069632375,,,,,,0,,0,,-1,
403,2419.325,,,,88989.35333,,,,1655.621741,,,0.027186679,,,,,,-1,,0,,-1,
404,5875.867917,,,,81585.0875,,,,994.1452858,,,0.072021347,,,,,,0,,-1,,-1,
405,4626.4275,,,,75119.97875,,,,1260.535583,,,0.061587178,,,,,,0,,0,,-1,
406,4750.547917,,,,80534.3825,,,,1641.319994,,,0.058987823,,,,,,0,,0,,-1,
407,7436.707917,,,,79818.75583,,,,2150.969199,,,0.09316993,,,,,,0,,0,,1,
408,6321.1375,,,,81491.88708,,,,1518.133622,,,0.077567691,,,,,,0,,0,,1,
409,3382.005833,,,,87067.22792,,,,2328.045862,,,0.038843614,,,,,,-1,,1,,-1,
410,6330.28,,,,86188.81208,,,,2034.712106,,,0.073446656,,,,,,0,,0,,-1,
411,5551.846667,,,,73580.62833,,,,1760.383752,,,0.075452559,,,,,,0,,0,,1,
412,2951.409167,,,,68503.06458,,,,501.4004162,,,0.043084338,,,,,,-1,,-1,,-1,
413,5991.611667,,,,73741.09417,,,,854.7645428,,,0.081252004,,,,,,0,,-1,,1,
414,5226.787917,,,,72818.92917,,,,1750.234425,,,0.071777874,,,,,,0,,0,,-1,
415,4459.514167,,,,71237.79583,,,,2199.932335,,,0.062600395,,,,,,0,,0,,-1,
416,7726.989583,,,,71285.3875,,,,665.9334846,,,0.10839514,,,,,,0,,-1,,1,
417,6491.601667,,,,69919.11167,,,,1412.505136,,,0.092844453,,,,,,0,,0,,1,
418,5318.8875,,,,63692.575,,,,1334.982389,,,0.083508753,,,,,,0,,0,,1,
419,6855.780417,,,,62278.89542,,,,402.5767349,,,0.110081921,,,,,,0,,-1,,1,
420,7677.660417,,,,68628.40333,,,,957.9074322,,,0.111872928,,,,,,0,,-1,,1,
421,5580.322917,,,,70289.28292,,,,2950.832898,,,0.079390807,,,,,,0,,1,,1,
422,2239.919583,,,,72703.71167,,,,802.2236045,,,0.030808875,,,,,,-1,,-1,,-1,
423,3848.492083,,,,72955.70375,,,,627.2532146,,,0.052751079,,,,,,-1,,-1,,-1,
424,4815.235,,,,71107.57625,,,,1850.246516,,,0.067717608,,,,,,0,,0,,-1,
425,5236.787083,,,,65180.84167,,,,1840.526739,,,0.080342428,,,,,,0,,0,,1,
426,7325.686667,,,,64544.70792,,,,401.1040257,,,0.113497867,,,,,,0,,-1,,1,
427,3930.241667,,,,71875.65875,,,,1592.16202,,,0.054681122,,,,,,-1,,0,,-1,
428,5977.974583,,,,73424.78375,,,,1301.542342,,,0.081416305,,,,,,0,,0,,1,
429,7252.160417,,,,71975.84417,,,,2225.831186,,,0.100758254,,,,,,0,,0,,1,
430,5663.394167,,,,72089.45958,,,,597.1885508,,,0.078560641,,,,,,0,,-1,,1,
431,2929.320417,,,,73515.30208,,,,1299.559706,,,0.039846404,,,,,,-1,,0,,-1,
432,4800.989167,,,,68670.72083,,,,2723.169736,,,0.06991319,,,,,,0,,1,,-1,
433,9675.315417,,,,66755.71333,,,,1598.871599,,,0.14493614,,,,,,1,,0,,1,
434,6637.515,,,,70238.75,,,,1295.659144,,,0.094499333,,,,,,0,,0,,1,
435,2869.058333,,,,69657.99458,,,,1393.759371,,,0.041187783,,,,,,-1,,0,,-1,
436,8468.70875,,,,69380.265,,,,952.8524245,,,0.122062214,,,,,,0,,-1,,1,
437,7194.911667,,,,69302.57042,,,,752.2257975,,,0.103818828,,,,,,0,,-1,,1,
438,6367.189167,,,,66628.92167,,,,1414.914768,,,0.095561942,,,,,,0,,0,,1,
439,5096.35,,,,62427.48458,,,,1520.915201,,,0.081636318,,,,,,0,,0,,1,
440,5873.145833,,,,59677.04542,,,,1289.071213,,,0.098415493,,,,,,0,,0,,1,
441,4844.260833,,,,68755.65333,,,,1414.437304,,,0.070456182,,,,,,0,,0,,-1,
442,6165.764583,,,,71111.93375,,,,1104.221199,,,0.086705061,,,,,,0,,-1,,1,
443,3138.750417,,,,71911.48125,,,,613.9455522,,,0.043647417,,,,,,-1,,-1,,-1,
444,6901.259167,,,,72452.92667,,,,1993.727202,,,0.095251627,,,,,,0,,0,,1,
445,6121.084583,,,,68423.42167,,,,2631.571697,,,0.089458908,,,,,,0,,1,,1,
446,6670.604167,,,,62952.06083,,,,1399.883932,,,0.105963237,,,,,,0,,0,,1,
447,9389.4775,,,,61121.86667,,,,593.4031588,,,0.153618959,,,,,,1,,-1,,1,
448,7348.535,,,,68472.59542,,,,2737.834907,,,0.107320819,,,,,,0,,1,,1,
449,3824.669167,,,,68071.74292,,,,1629.543006,,,0.056185856,,,,,,-1,,0,,-1,
450,7702.27625,,,,68310.36042,,,,829.5771019,,,0.112754145,,,,,,0,,-1,,1,
451,1866.672083,,,,68748.21667,,,,1733.40472,,,0.027152298,,,,,,-1,,0,,-1,
452,1284.153333,,,,69067.83,,,,756.6447323,,,0.018592641,,,,,,-1,,-1,,-1,
453,4597.093333,,,,62862.40458,,,,928.0385701,,,0.073129454,,,,,,0,,-1,,-1,
454,7162.355,,,,62155.9575,,,,1863.842137,,,0.115231995,,,,,,0,,0,,1,
455,10195.52167,,,,68796.20042,,,,1249.481826,,,0.148198906,,,,,,1,,0,,1,
456,9792.226667,,,,69552.65708,,,,1090.069077,,,0.140788678,,,,,,1,,-1,,1,
457,7672.614167,,,,70668.64,,,,1688.037501,,,0.108571697,,,,,,0,,0,,1,
458,3141.29,,,,71125.61917,,,,1043.932085,,,0.04416538,,,,,,-1,,-1,,-1,
459,7017.692083,,,,69551.11083,,,,633.5844307,,,0.100899784,,,,,,0,,-1,,1,
460,6220.61375,,,,64575.585,,,,1478.854717,,,0.096330738,,,,,,0,,0,,1,
461,2244.775,,,,62578.96708,,,,723.8261545,,,0.035871078,,,,,,-1,,-1,,-1,
462,2211.15625,,,,68133.73708,,,,351.1709954,,,0.032453177,,,,,,-1,,-1,,-1,
463,2033.712917,,,,67955.58208,,,,878.4135537,,,0.029927091,,,,,,-1,,-1,,-1,
464,2973.781667,,,,67676.00875,,,,824.5649119,,,0.043941446,,,,,,-1,,-1,,-1,
465,3306.97375,,,,67899.15333,,,,876.268223,,,0.048704197,,,,,,-1,,-1,,-1,
466,4433.389583,,,,67405.32208,,,,1444.480076,,,0.0657721,,,,,,0,,0,,-1,
467,5714.40125,,,,62582.695,,,,1447.977295,,,0.091309606,,,,,,0,,0,,1,
468,6064.30625,,,,62761.79667,,,,1152.303762,,,0.096624166,,,,,,0,,0,,1,
469,4524.7125,,,,71224.83125,,,,1245.869157,,,0.063527178,,,,,,0,,0,,-1,
470,4396.980417,,,,72294.41375,,,,707.0721783,,,0.060820473,,,,,,0,,-1,,-1,
471,6909.22875,,,,73734.13958,,,,1249.626485,,,0.093704609,,,,,,0,,0,,1,
472,8029.72375,,,,75645.00208,,,,780.5464618,,,0.10615009,,,,,,0,,-1,,1,
473,3331.967083,,,,74415.78417,,,,852.2330497,,,0.044775005,,,,,,-1,,-1,,-1,
474,3053.04,,,,67952.07333,,,,1239.752655,,,0.044929313,,,,,,-1,,0,,-1,
475,7169.46625,,,,66837.87792,,,,931.532858,,,0.107266515,,,,,,0,,-1,,1,
476,8509.2075,,,,72981.755,,,,981.4270254,,,0.116593627,,,,,,1,,-1,,1,
477,6517.642917,,,,70264.8325,,,,2150.76754,,,0.09275825,,,,,,0,,0,,1,
478,7726.836667,,,,70247.715,,,,648.8878472,,,0.109994135,,,,,,0,,-1,,1,
479,5881.760417,,,,71438.11542,,,,2266.190081,,,0.082333645,,,,,,0,,0,,1,
480,1878.473333,,,,72602.78625,,,,604.7773304,,,0.025873295,,,,,,-1,,-1,,-1,
481,5386.005417,,,,69362.09333,,,,1236.383894,,,0.07765056,,,,,,0,,0,,1,
482,8560.184583,,,,70528.32625,,,,1915.649965,,,0.121372292,,,,,,1,,0,,1,
483,8874.123333,,,,76525.43458,,,,655.725602,,,0.115963057,,,,,,1,,-1,,1,
484,3691.132083,,,,71604.10167,,,,1454.819632,,,0.051549171,,,,,,-1,,0,,-1,
485,1546.412083,,,,72289.44542,,,,804.9519855,,,0.021391948,,,,,,-1,,-1,,-1,
486,5139.415417,,,,70572.25917,,,,1219.060752,,,0.072824867,,,,,,0,,0,,-1,
487,1793.012917,,,,68591.91208,,,,1080.486065,,,0.026140296,,,,,,-1,,-1,,-1,
488,2752.933333,,,,64619.49333,,,,951.8817498,,,0.042602212,,,,,,-1,,-1,,-1,
489,3466.355,,,,64386.29542,,,,1307.942146,,,0.053836845,,,,,,-1,,0,,-1,
490,5022.153333,,,,67923.19125,,,,1670.405597,,,0.073938713,,,,,,0,,0,,-1,
491,3501.242083,,,,75834.54542,,,,747.9669369,,,0.046169487,,,,,,-1,,-1,,-1,
492,3050.415417,,,,76898.71125,,,,759.3176776,,,0.039667965,,,,,,-1,,-1,,-1,
493,5242.88125,,,,79336.76583,,,,923.2447126,,,0.066083879,,,,,,0,,-1,,-1,
494,5734.677083,,,,79813.785,,,,1110.434019,,,0.07185071,,,,,,0,,-1,,-1,
495,6270.391667,,,,70498.64667,,,,1240.507316,,,0.088943433,,,,,,0,,0,,1,
496,3761.341667,,,,63127.92833,,,,360.423005,,,0.059582847,,,,,,-1,,-1,,-1,
497,4144.46375,,,,70923.25917,,,,844.1183066,,,0.05843589,,,,,,0,,-1,,-1,
498,5659.884167,,,,72954.19,,,,928.8776907,,,0.077581345,,,,,,0,,-1,,1,
499,4141.335417,,,,74546.02667,,,,1783.941645,,,0.055554073,,,,,,0,,0,,-1,
500,1327.840417,,,,78031.615,,,,646.6186042,,,0.017016698,,,,,,-1,,-1,,-1,
501,2534.715833,,,,79221.54333,,,,1279.671162,,,0.031995285,,,,,,-1,,0,,-1,
502,6394.32375,,,,72267.26542,,,,440.7247706,,,0.088481607,,,,,,0,,-1,,1,
503,4888.36625,,,,74790.23875,,,,1139.631699,,,0.065361019,,,,,,0,,-1,,-1,
504,3778.419167,,,,82732.65958,,,,1832.239636,,,0.045670225,,,,,,-1,,0,,-1,
505,3412.066667,,,,83996.72167,,,,1198.832615,,,0.040621427,,,,,,-1,,0,,-1,
506,4215.46875,,,,87890.43958,,,,1253.941666,,,0.047962768,,,,,,0,,0,,-1,
507,4263.71625,,,,84290.79625,,,,499.8830751,,,0.050583414,,,,,,0,,-1,,-1,
508,3303.605,,,,81636.12875,,,,1056.610551,,,0.040467438,,,,,,-1,,-1,,-1,
509,1117.6675,,,,75414.01333,,,,482.0148876,,,0.014820422,,,,,,-1,,-1,,-1,
510,1151.812083,,,,76945.755,,,,422.988846,,,0.014969144,,,,,,-1,,-1,,-1,
511,3282.41,,,,85801.52958,,,,1083.982208,,,0.038255845,,,,,,-1,,-1,,-1,
512,2489.494583,,,,84260.66875,,,,1094.686766,,,0.029545156,,,,,,-1,,-1,,-1,
513,1783.57875,,,,82838.50417,,,,661.2144426,,,0.021530794,,,,,,-1,,-1,,-1,
514,1801.204167,,,,84045.62333,,,,600.9694646,,,0.021431267,,,,,,-1,,-1,,-1,
515,3522.162917,,,,80423.5825,,,,942.8247776,,,0.043795151,,,,,,-1,,-1,,-1,
516,3615.189167,,,,77400.2775,,,,1569.980906,,,0.046707703,,,,,,-1,,0,,-1,
517,1443.760833,,,,79048.24708,,,,1113.261607,,,0.018264299,,,,,,-1,,-1,,-1,
518,6204.697917,,,,90342.50542,,,,1328.746607,,,0.068679719,,,,,,0,,0,,-1,
519,2032.299167,,,,88775.92292,,,,1242.350597,,,0.022892459,,,,,,-1,,0,,-1,
520,1998.18,,,,85295.16875,,,,572.9164213,,,0.023426649,,,,,,-1,,-1,,-1,
521,782.4204167,,,,85535.85792,,,,207.1852803,,,0.00914728,,,,,,-1,,-1,,-1,
522,1302.1525,,,,81775.23458,,,,332.0787538,,,0.015923556,,,,,,-1,,-1,,-1,
523,2151.410833,,,,73832.81417,,,,701.9509981,,,0.029138952,,,,,,-1,,-1,,-1,
524,3657.504167,,,,71509.895,,,,965.2595622,,,0.051146826,,,,,,-1,,-1,,-1,
525,1929.7425,,,,81988.40625,,,,547.0086481,,,0.023536773,,,,,,-1,,-1,,-1,
526,1186.613333,,,,81194.62417,,,,774.4194668,,,0.014614432,,,,,,-1,,-1,,-1,
527,1617.725833,,,,78561.05167,,,,460.31718,,,0.020591957,,,,,,-1,,-1,,-1,
528,1095.214583,,,,77542.91917,,,,611.6669635,,,0.014123979,,,,,,-1,,-1,,-1,
529,320.3679167,,,,73298.54208,,,,293.1521326,,,0.004370727,,,,,,-1,,-1,,-1,
530,1711.60125,,,,70539.95625,,,,1150.764182,,,0.02426428,,,,,,-1,,0,,-1,
531,5087.866667,,,,74640.63167,,,,934.7673691,,,0.068164839,,,,,,0,,-1,,-1,
532,5521.035417,,,,85936.22417,,,,1578.333445,,,0.06424573,,,,,,0,,0,,-1,
533,3350.329167,,,,82329.92042,,,,1565.641955,,,0.040693944,,,,,,-1,,0,,-1,
534,1001.939583,,,,78273.39417,,,,547.9240688,,,0.012800513,,,,,,-1,,-1,,-1,
535,1043.378333,,,,81303.31542,,,,689.1559627,,,0.012833159,,,,,,-1,,-1,,-1,
536,2502.6225,,,,83713.51,,,,1014.540968,,,0.029895085,,,,,,-1,,-1,,-1,
537,2664.896667,,,,81346.31,,,,864.3816875,,,0.032759896,,,,,,-1,,-1,,-1,
538,2535.424583,,,,85131.78875,,,,1018.069096,,,0.029782348,,,,,,-1,,-1,,-1,
539,3056.07375,,,,94458.375,,,,923.5823718,,,0.032353656,,,,,,-1,,-1,,-1,
540,2251.465,,,,94163.23292,,,,727.0588088,,,0.023910235,,,,,,-1,,-1,,-1,
541,1947.301667,,,,88082.55583,,,,855.103839,,,0.022107688,,,,,,-1,,-1,,-1,
542,2532.092917,,,,88021.23833,,,,632.2389439,,,0.02876684,,,,,,-1,,-1,,-1,
543,2331.609167,,,,94993.44208,,,,1067.546222,,,0.024544949,,,,,,-1,,-1,,-1,
544,3396.106667,,,,91546.48042,,,,901.2426583,,,0.037097075,,,,,,-1,,-1,,-1,
545,2948.389583,,,,87456.07042,,,,765.1133599,,,0.033712807,,,,,,-1,,-1,,-1,
546,4018.931667,,,,92304.7425,,,,1027.033927,,,0.043539818,,,,,,0,,-1,,-1,
547,1328.319167,,,,90061.93875,,,,780.4615034,,,0.014748952,,,,,,-1,,-1,,-1,
548,1457.55625,,,,88373.37083,,,,700.3150521,,,0.016493161,,,,,,-1,,-1,,-1,
549,3070.875833,,,,91644.80917,,,,1228.179782,,,0.033508454,,,,,,-1,,0,,-1,
550,3539.119167,,,,93616.43917,,,,1772.896466,,,0.037804463,,,,,,-1,,0,,-1,
551,2012.409583,,,,89868.46417,,,,988.9283886,,,0.022392834,,,,,,-1,,-1,,-1,
552,1506.04625,,,,87270.36708,,,,959.4896543,,,0.017257247,,,,,,-1,,-1,,-1,
553,3030.692917,,,,97412.61667,,,,1481.580798,,,0.031111914,,,,,,-1,,0,,-1,
554,4221.766667,,,,99075.64417,,,,1218.745995,,,0.042611549,,,,,,0,,0,,-1,
555,5413.742917,,,,97589.29833,,,,1246.088193,,,0.05547476,,,,,,0,,0,,-1,
556,3629.114167,,,,93090.245,,,,1158.366532,,,0.038984903,,,,,,-1,,0,,-1,
557,2608.772917,,,,91038.435,,,,817.0310359,,,0.028655731,,,,,,-1,,-1,,-1,
558,2688.405417,,,,83593.10375,,,,1331.287836,,,0.032160612,,,,,,-1,,0,,-1,
559,5821.557083,,,,86357.43292,,,,1090.463795,,,0.067412345,,,,,,0,,-1,,-1,
